transacao_id,cliente_id,tipo,valor,data
T000535,C0020,deposito,2191.07,2026-03-29
T000536,C0153,compra_cartao,-3847.34,2026-04-12
T000537,C0070,pix,-157.83,2026-07-20
T000538,C0092,cdb_aplicacao,-2458.11,2026-05-22
T000539,C0175,cdb_aplicacao,-2164.92,2026-05-30
T000540,C0159,cdb_aplicacao,-437.61,2026-03-17
T000541,C0008,saque,-3568.41,2026-03-10
T000542,C0163,saque,-1906.2,2026-02-09
T000543,C0028,cdb_aplicacao,-1590.22,2026-01-24
T000544,C0114,deposito,4715.37,2026-04-03
T000545,C0023,pix,-520.13,2026-02-17
T000546,C0143,cdb_aplicacao,-2249.73,2026-05-12
T000547,C0023,cdb_aplicacao,-525.43,2026-04-01
T000548,C0154,compra_cartao,-474.39,2026-07-20
T000549,C0004,pix,-4319.95,2026-03-16
T000550,C0008,cdb_aplicacao,-1945.12,2026-07-05
T000551,C0063,compra_cartao,-4526.99,2026-05-27
T000552,C0098,compra_cartao,-856.22,2026-02-13
T000553,C0069,saque,-1351.91,2026-05-07
T000554,C0112,saque,-325.7,2026-03-12
T000555,C0020,cdb_aplicacao,-1505.76,2026-04-03
T000556,C0185,pix,-4721.67,2026-06-10
T000557,C0051,cdb_aplicacao,-2973.09,2026-04-28
T000558,C0002,deposito,686.09,2026-04-12
T000559,C0098,pix,-4209.65,2026-07-25
T000560,C0111,pix,-2206.71,2026-07-28
T000561,C0083,compra_cartao,-689.26,2026-06-04
T000562,C0046,saque,-2400.26,2026-04-12
T000563,C0178,pix,-1464.33,2026-06-12
T000564,C0063,cdb_aplicacao,-4839.14,2026-03-25
T000565,C0101,cdb_aplicacao,-1408.7,2026-04-04
T000566,C0052,deposito,4661.02,2026-06-01
T000567,C0197,compra_cartao,-907.84,2026-05-21
T000568,C0119,deposito,4765.49,2026-07-01
T000569,C0075,saque,-2197.89,2026-08-01
T000570,C0105,deposito,4096.64,2026-06-22
T000571,C0078,cdb_aplicacao,-704.5,2026-03-03
T000572,C0184,pix,-3296.73,2026-04-19
T000573,C0154,cdb_aplicacao,-379.09,2026-05-03
T000574,C0130,compra_cartao,-2010.02,2026-08-25
T000575,C0093,cdb_aplicacao,-2722.79,2026-06-29
T000576,C0008,compra_cartao,-2973.16,2026-01-28
T000577,C0091,saque,-3291.43,2026-02-12
T000578,C0166,compra_cartao,-231.04,2026-06-23
T000579,C0085,cdb_aplicacao,-4834.39,2026-07-23
T000580,C0026,cdb_aplicacao,-538.66,2026-03-08
T000581,C0133,saque,-2558.27,2026-05-23
T000582,C0057,compra_cartao,-3441.45,2026-04-25
T000583,C0198,pix,-1961.76,2026-06-23
T000584,C0039,compra_cartao,-3455.28,2026-03-30
T000585,C0076,deposito,2419.03,2026-04-17
T000586,C0187,deposito,589.19,2026-02-06
T000587,C0117,pix,-1566.33,2026-07-20
T000588,C0090,saque,-2610.36,2026-05-02
T000589,C0179,deposito,2196.45,2026-04-26
T000590,C0012,pix,-345.2,2026-07-27
T000591,C0088,deposito,122.7,2026-06-15
T000592,C0043,deposito,3388.93,2026-08-27
T000593,C0142,saque,-2584.81,2026-02-10
T000594,C0119,pix,-2803.65,2026-03-01
T000595,C0048,cdb_aplicacao,-3152.5,2026-06-13
T000596,C0189,cdb_aplicacao,-1983.96,2026-06-07
T000597,C0110,saque,-2253.38,2026-04-10
T000598,C0053,deposito,3526.63,2026-03-13
T000599,C0138,deposito,2890.97,2026-02-17
T000600,C0118,pix,-1636.66,2026-01-30
T000601,C0126,pix,-3356.8,2026-05-16
T000602,C0157,pix,-2988.88,2026-04-11
T000603,C0091,compra_cartao,-580.02,2026-08-05
T000604,C0173,cdb_aplicacao,-3090.64,2026-06-30
T000605,C0152,pix,-4594.23,2026-01-22
T000606,C0062,saque,-1572.8,2026-03-20
T000607,C0178,deposito,923.39,2026-02-06
T000608,C0153,compra_cartao,-1948.43,2026-02-05
T000609,C0048,compra_cartao,-1924.71,2026-05-05
T000610,C0166,compra_cartao,-3470.23,2026-08-27
T000611,C0126,saque,-2779.01,2026-03-15
T000612,C0116,saque,-943.62,2026-06-08
T000613,C0003,deposito,4328.96,2026-05-05
T000614,C0099,saque,-983.69,2026-05-24
T000615,C0105,compra_cartao,-3268.82,2026-06-25
T000616,C0114,cdb_aplicacao,-2084.0,2026-05-06
T000617,C0008,saque,-422.53,2026-07-23
T000618,C0071,saque,-1467.53,2026-02-27
T000619,C0200,compra_cartao,-1450.46,2026-04-28
T000620,C0197,compra_cartao,-3715.17,2026-05-07
T000621,C0147,compra_cartao,-2558.92,2026-01-30
T000622,C0094,pix,-3877.81,2026-05-19
T000623,C0113,deposito,3802.42,2026-05-20
T000624,C0027,saque,-4948.98,2026-07-08
T000625,C0009,saque,-1495.57,2026-04-26
T000626,C0023,pix,-1749.4,2026-04-23
T000627,C0061,deposito,3880.4,2026-02-23
T000628,C0182,compra_cartao,-3448.78,2026-06-06
T000629,C0036,cdb_aplicacao,-838.25,2026-07-20
T000630,C0016,saque,-4069.51,2026-05-26
T000631,C0153,pix,-2666.08,2026-05-18
T000632,C0181,saque,-1625.03,2026-03-16
T000633,C0132,pix,-2867.95,2026-08-19
T000634,C0193,deposito,686.59,2026-07-21
T000635,C0071,cdb_aplicacao,-4594.66,2026-08-10
T000636,C0034,saque,-3510.12,2026-03-05
T000637,C0064,saque,-3559.86,2026-07-14
T000638,C0148,cdb_aplicacao,-2452.4,2026-06-11
T000639,C0097,pix,-3142.79,2026-04-26
T000640,C0197,deposito,3171.8,2026-01-24
T000641,C0072,cdb_aplicacao,-2582.91,2026-06-27
T000642,C0125,pix,-2278.93,2026-03-25
T000643,C0199,compra_cartao,-22.34,2026-08-05
T000644,C0118,deposito,3657.35,2026-06-12
T000645,C0137,pix,-4252.03,2026-04-12
T000646,C0055,saque,-4840.96,2026-05-07
T000647,C0073,pix,-1621.1,2026-03-28
T000648,C0145,compra_cartao,-2893.89,2026-08-07
T000649,C0175,cdb_aplicacao,-3943.64,2026-07-15
T000650,C0161,deposito,239.26,2026-07-20
T000651,C0008,cdb_aplicacao,-91.24,2026-04-23
T000652,C0110,cdb_aplicacao,-13.37,2026-02-21
T000653,C0078,saque,-4411.92,2026-02-10
T000654,C0093,pix,-475.77,2026-03-06
T000655,C0167,deposito,1865.5,2026-02-12
T000656,C0079,deposito,1987.74,2026-07-05
T000657,C0024,saque,-2151.86,2026-06-30
T000658,C0123,deposito,15.42,2026-01-20
T000659,C0133,saque,-2972.46,2026-06-24
T000660,C0179,cdb_aplicacao,-56.34,2026-03-29
T000661,C0109,deposito,4940.89,2026-06-27
T000662,C0059,saque,-2393.72,2026-04-09
T000663,C0027,deposito,3656.51,2026-01-27
T000664,C0077,pix,-1844.13,2026-02-05
T000665,C0193,cdb_aplicacao,-3869.57,2026-08-12
T000666,C0174,saque,-3211.46,2026-02-06
T000667,C0003,deposito,2657.24,2026-06-06
T000668,C0185,saque,-2206.1,2026-02-24
T000669,C0158,saque,-4600.27,2026-06-25
T000670,C0023,cdb_aplicacao,-4301.21,2026-08-18
T000671,C0032,deposito,708.67,2026-05-31
T000672,C0110,cdb_aplicacao,-1764.16,2026-03-22
T000673,C0166,saque,-1246.45,2026-01-22
T000674,C0154,saque,-2771.45,2026-07-04
T000675,C0177,compra_cartao,-1431.75,2026-01-07
T000676,C0156,pix,-1035.17,2026-05-11
T000677,C0076,saque,-3741.74,2026-06-15
T000678,C0062,deposito,3921.17,2026-05-07
T000679,C0128,cdb_aplicacao,-572.59,2026-06-13
T000680,C0004,compra_cartao,-364.35,2026-04-03
T000681,C0146,pix,-668.59,2026-04-18
T000682,C0045,pix,-2736.32,2026-07-15
T000683,C0198,cdb_aplicacao,-4772.72,2026-01-19
T000684,C0004,deposito,2940.94,2026-03-09
T000685,C0016,saque,-208.74,2026-07-22
T000686,C0161,cdb_aplicacao,-2537.99,2026-07-02
T000687,C0109,compra_cartao,-3837.88,2026-06-29
T000688,C0138,cdb_aplicacao,-421.31,2026-05-18
T000689,C0008,compra_cartao,-771.88,2026-03-21
T000690,C0053,deposito,2561.41,2026-07-26
T000691,C0101,saque,-2686.59,2026-05-31
T000692,C0112,deposito,1557.75,2026-07-06
T000693,C0023,saque,-298.95,2026-08-25
T000694,C0157,cdb_aplicacao,-588.77,2026-06-05
T000695,C0190,deposito,1553.36,2026-06-18
T000696,C0182,saque,-606.02,2026-02-05
T000697,C0089,deposito,827.52,2026-05-14
T000698,C0185,compra_cartao,-3917.11,2026-03-08
T000699,C0192,saque,-1865.63,2026-07-19
T000700,C0031,pix,-3667.35,2026-07-17
T000701,C0110,deposito,1681.71,2026-03-11
T000702,C0183,compra_cartao,-328.72,2026-05-28
T000703,C0131,deposito,2485.78,2026-04-03
T000704,C0146,deposito,2503.05,2026-02-12
T000705,C0198,pix,-794.98,2026-01-27
T000706,C0030,compra_cartao,-3373.86,2026-02-28
T000707,C0004,compra_cartao,-22.82,2026-03-04
T000708,C0099,deposito,2364.11,2026-08-24
T000709,C0010,saque,-903.02,2026-05-22
T000710,C0064,cdb_aplicacao,-1130.33,2026-04-17
T000711,C0020,pix,-1363.58,2026-05-27
T000712,C0173,pix,-605.81,2026-08-19
T000713,C0133,deposito,904.93,2026-01-12
T000714,C0120,cdb_aplicacao,-353.94,2026-08-10
T000715,C0080,pix,-3869.9,2026-03-25
T000716,C0003,deposito,2769.93,2026-04-05
T000717,C0078,saque,-1465.06,2026-07-09
T000718,C0095,compra_cartao,-1220.49,2026-06-01
T000719,C0199,cdb_aplicacao,-4988.96,2026-02-20
T000720,C0063,compra_cartao,-3804.81,2026-02-08
T000721,C0008,deposito,4662.66,2026-03-01
T000722,C0178,compra_cartao,-1738.65,2026-08-13
T000723,C0001,deposito,4755.44,2026-07-14
T000724,C0187,cdb_aplicacao,-4246.54,2026-03-20
T000725,C0061,deposito,1033.92,2026-04-18
T000726,C0037,cdb_aplicacao,-4806.31,2026-07-02
T000727,C0060,pix,-474.2,2026-08-18
T000728,C0096,compra_cartao,-2071.15,2026-04-28
T000729,C0130,deposito,2908.05,2026-02-04
T000730,C0146,cdb_aplicacao,-383.4,2026-01-16
T000731,C0034,cdb_aplicacao,-3315.6,2026-03-02
T000732,C0081,pix,-1312.34,2026-08-26
T000733,C0189,cdb_aplicacao,-3506.62,2026-03-25
T000734,C0060,pix,-2269.26,2026-01-20
T000735,C0198,saque,-689.2,2026-05-30
T000736,C0043,deposito,785.5,2026-04-26
T000737,C0031,cdb_aplicacao,-1577.03,2026-05-18
T000738,C0054,pix,-4823.53,2026-04-26
T000739,C0031,pix,-2322.1,2026-01-24
T000740,C0078,saque,-4039.91,2026-07-31
T000741,C0084,compra_cartao,-211.25,2026-02-07
T000742,C0092,deposito,3558.68,2026-04-12
T000743,C0077,compra_cartao,-254.26,2026-03-08
T000744,C0104,saque,-165.1,2026-08-07
T000745,C0141,cdb_aplicacao,-2784.21,2026-03-05
T000746,C0036,deposito,2315.6,2026-02-01
T000747,C0200,deposito,317.73,2026-02-26
T000748,C0103,saque,-998.68,2026-04-06
T000749,C0067,deposito,2915.8,2026-08-23
T000750,C0017,deposito,118.78,2026-02-20
T000751,C0024,cdb_aplicacao,-4048.4,2026-08-20
T000752,C0119,pix,-621.41,2026-01-13
T000753,C0111,saque,-4621.42,2026-07-30
T000754,C0098,cdb_aplicacao,-2485.67,2026-06-24
T000755,C0055,cdb_aplicacao,-872.31,2026-08-21
T000756,C0115,saque,-1382.16,2026-08-15
T000757,C0159,saque,-182.9,2026-06-07
T000758,C0128,saque,-3239.92,2026-04-16
T000759,C0023,compra_cartao,-2400.36,2026-03-13
T000760,C0052,cdb_aplicacao,-694.81,2026-06-14
T000761,C0140,compra_cartao,-1253.25,2026-07-23
T000762,C0183,deposito,4947.12,2026-04-02
T000763,C0125,cdb_aplicacao,-2727.14,2026-03-30
T000764,C0100,compra_cartao,-2516.94,2026-03-11
T000765,C0153,saque,-140.05,2026-02-26
T000766,C0200,deposito,4479.87,2026-03-13
T000767,C0121,deposito,4045.18,2026-05-16
T000768,C0060,pix,-3836.54,2026-02-10
T000769,C0062,deposito,1246.81,2026-03-10
T000770,C0189,compra_cartao,-4083.26,2026-01-15
T000771,C0100,saque,-2882.7,2026-04-01
T000772,C0152,saque,-888.74,2026-03-23
T000773,C0008,pix,-4570.76,2026-06-30
T000774,C0145,pix,-4738.32,2026-02-06
T000775,C0127,compra_cartao,-4742.36,2026-05-19
T000776,C0010,pix,-886.03,2026-01-24
T000777,C0057,deposito,1170.79,2026-01-06
T000778,C0085,compra_cartao,-2395.17,2026-08-23
T000779,C0034,compra_cartao,-1015.31,2026-03-29
T000780,C0083,saque,-4594.72,2026-01-16
T000781,C0181,deposito,747.08,2026-08-23
T000782,C0135,saque,-3874.09,2026-08-09
T000783,C0096,pix,-4803.19,2026-06-30
T000784,C0087,cdb_aplicacao,-2934.22,2026-03-19
T000785,C0008,pix,-690.89,2026-07-07
T000786,C0125,cdb_aplicacao,-3961.29,2026-06-16
T000787,C0144,pix,-879.27,2026-06-27
T000788,C0058,compra_cartao,-3937.09,2026-06-20
T000789,C0097,compra_cartao,-4074.13,2026-03-20
T000790,C0187,pix,-645.47,2026-01-01
T000791,C0198,compra_cartao,-1964.09,2026-05-26
T000792,C0082,deposito,918.59,2026-08-24
T000793,C0145,compra_cartao,-1112.27,2026-01-27
T000794,C0191,cdb_aplicacao,-711.81,2026-01-20
T000795,C0082,saque,-1740.58,2026-02-12
T000796,C0172,deposito,4110.09,2026-06-13
T000797,C0068,pix,-2238.68,2026-02-23
T000798,C0090,saque,-3468.95,2026-03-07
T000799,C0013,deposito,3604.86,2026-04-09
T000800,C0043,cdb_aplicacao,-3665.6,2026-08-15
T000801,C0097,cdb_aplicacao,-2470.48,2026-03-31
T000802,C0123,compra_cartao,-1882.98,2026-07-21
T000803,C0176,compra_cartao,-3258.34,2026-02-27
T000804,C0009,saque,-2261.92,2026-03-17
T000805,C0027,deposito,1600.4,2026-01-19
T000806,C0097,pix,-858.82,2026-02-11
T000807,C0024,deposito,2739.76,2026-03-28
T000808,C0124,compra_cartao,-4926.53,2026-06-30
T000809,C0168,deposito,2162.3,2026-02-12
T000810,C0008,compra_cartao,-4449.87,2026-01-14
T000811,C0049,deposito,1662.16,2026-04-15
T000812,C0187,compra_cartao,-3612.97,2026-05-19
T000813,C0077,pix,-3306.38,2026-03-02
T000814,C0147,deposito,257.68,2026-05-21
T000815,C0093,cdb_aplicacao,-776.41,2026-01-01
T000816,C0170,cdb_aplicacao,-447.27,2026-06-10
T000817,C0025,compra_cartao,-2406.84,2026-01-07
T000818,C0075,saque,-862.45,2026-01-21
T000819,C0079,cdb_aplicacao,-4220.41,2026-07-20
T000820,C0170,cdb_aplicacao,-2360.01,2026-03-09
T000821,C0100,deposito,3212.91,2026-02-17
T000822,C0095,pix,-4428.61,2026-02-17
T000823,C0113,cdb_aplicacao,-232.64,2026-04-30
T000824,C0069,pix,-1138.95,2026-05-25
T000825,C0179,deposito,764.14,2026-06-20
T000826,C0089,deposito,437.68,2026-07-26
T000827,C0194,compra_cartao,-2075.79,2026-05-31
T000828,C0100,saque,-2772.47,2026-07-29
T000829,C0138,compra_cartao,-2098.97,2026-06-25
T000830,C0061,cdb_aplicacao,-2867.84,2026-05-02
T000831,C0183,pix,-403.99,2026-01-09
T000832,C0133,compra_cartao,-2860.39,2026-07-24
T000833,C0159,compra_cartao,-3390.9,2026-02-07
T000834,C0115,deposito,4746.78,2026-02-14
T000835,C0050,saque,-4861.1,2026-02-02
T000836,C0175,deposito,2122.64,2026-04-22
T000837,C0161,saque,-4986.37,2026-02-07
T000838,C0187,compra_cartao,-1296.85,2026-08-23
T000839,C0143,deposito,444.27,2026-04-12
T000840,C0071,compra_cartao,-1637.37,2026-05-14
T000841,C0004,cdb_aplicacao,-4586.64,2026-07-21
T000842,C0108,compra_cartao,-2942.0,2026-01-29
T000843,C0146,cdb_aplicacao,-756.72,2026-05-31
T000844,C0026,compra_cartao,-3794.3,2026-08-25
T000845,C0026,deposito,2817.79,2026-07-21
T000846,C0089,pix,-4338.7,2026-08-13
T000847,C0168,cdb_aplicacao,-1328.04,2026-05-05
T000848,C0010,compra_cartao,-3048.72,2026-02-14
T000849,C0159,pix,-2020.84,2026-06-05
T000850,C0085,cdb_aplicacao,-203.52,2026-06-26
T000851,C0122,saque,-255.96,2026-08-24
T000852,C0006,pix,-4486.19,2026-03-28
T000853,C0126,pix,-1561.64,2026-08-08
T000854,C0059,deposito,4862.76,2026-02-04
T000855,C0114,pix,-4871.35,2026-07-18
T000856,C0107,pix,-1354.41,2026-06-04
T000857,C0055,deposito,947.8,2026-08-22
T000858,C0195,cdb_aplicacao,-3707.31,2026-05-13
T000859,C0132,pix,-4106.88,2026-07-22
T000860,C0182,saque,-337.43,2026-05-10
T000861,C0135,cdb_aplicacao,-686.89,2026-08-14
T000862,C0050,compra_cartao,-154.45,2026-08-13
T000863,C0064,saque,-4186.51,2026-01-09
T000864,C0093,cdb_aplicacao,-262.29,2026-06-30
T000865,C0119,saque,-1377.15,2026-05-10
T000866,C0032,cdb_aplicacao,-3180.69,2026-06-24
T000867,C0126,deposito,1217.27,2026-06-02
T000868,C0122,cdb_aplicacao,-896.14,2026-05-31
T000869,C0042,compra_cartao,-1755.3,2026-08-03
T000870,C0177,pix,-3747.32,2026-01-24
T000871,C0013,pix,-146.98,2026-02-11
T000872,C0055,compra_cartao,-3901.35,2026-08-08
T000873,C0174,saque,-3240.43,2026-02-22
T000874,C0132,pix,-3261.42,2026-01-06
T000875,C0034,deposito,2375.75,2026-06-15
T000876,C0003,saque,-3009.7,2026-02-27
T000877,C0079,pix,-3045.64,2026-07-02
T000878,C0097,pix,-2124.8,2026-08-07
T000879,C0056,pix,-2300.4,2026-04-30
T000880,C0160,pix,-3389.21,2026-04-12
T000881,C0131,compra_cartao,-520.54,2026-06-19
T000882,C0153,pix,-2811.67,2026-06-05
T000883,C0028,pix,-1499.39,2026-05-04
T000884,C0071,deposito,1688.06,2026-06-13
T000885,C0067,pix,-4308.84,2026-06-17
T000886,C0133,pix,-949.92,2026-07-15
T000887,C0154,saque,-4499.44,2026-04-14
T000888,C0185,pix,-3406.97,2026-01-07
T000889,C0067,cdb_aplicacao,-4987.37,2026-08-21
T000890,C0189,cdb_aplicacao,-2028.95,2026-01-10
T000891,C0147,compra_cartao,-3543.26,2026-07-28
T000892,C0183,saque,-1722.4,2026-02-26
T000893,C0122,compra_cartao,-3195.18,2026-08-21
T000894,C0044,pix,-2541.5,2026-08-04
T000895,C0025,compra_cartao,-913.87,2026-05-01
T000896,C0186,saque,-3707.19,2026-07-26
T000897,C0047,compra_cartao,-3816.96,2026-06-24
T000898,C0057,pix,-3275.63,2026-04-01
T000899,C0079,saque,-3723.61,2026-04-18
T000900,C0150,pix,-1864.7,2026-03-17
T000901,C0121,cdb_aplicacao,-4257.56,2026-01-14
T000902,C0159,compra_cartao,-2905.76,2026-01-19
T000903,C0129,cdb_aplicacao,-4448.24,2026-01-31
T000904,C0106,cdb_aplicacao,-2653.89,2026-01-14
T000905,C0052,saque,-695.45,2026-03-29
T000906,C0118,cdb_aplicacao,-4936.09,2026-02-06
T000907,C0047,pix,-4313.35,2026-07-19
T000908,C0162,deposito,2443.03,2026-02-15
T000909,C0002,pix,-3176.15,2026-04-26
T000910,C0199,pix,-1054.82,2026-02-13
T000911,C0126,compra_cartao,-3824.77,2026-07-21
T000912,C0112,deposito,655.74,2026-06-12
T000913,C0123,cdb_aplicacao,-2022.93,2026-04-09
T000914,C0052,deposito,198.25,2026-07-07
T000915,C0083,pix,-4750.84,2026-07-13
T000916,C0174,compra_cartao,-960.98,2026-01-02
T000917,C0089,saque,-1139.07,2026-03-21
T000918,C0129,saque,-522.51,2026-05-31
T000919,C0012,pix,-843.43,2026-03-18
T000920,C0134,pix,-2285.07,2026-06-02
T000921,C0176,compra_cartao,-1695.8,2026-02-04
T000922,C0126,pix,-4980.73,2026-04-02
T000923,C0104,saque,-832.77,2026-01-05
T000924,C0034,saque,-1129.36,2026-02-24
T000925,C0044,deposito,2952.57,2026-02-01
T000926,C0010,pix,-3558.44,2026-04-07
T000927,C0160,pix,-3858.54,2026-01-13
T000928,C0170,compra_cartao,-4973.45,2026-01-28
T000929,C0030,deposito,250.69,2026-04-17
T000930,C0141,cdb_aplicacao,-1907.47,2026-03-06
T000931,C0053,cdb_aplicacao,-3512.32,2026-06-27
T000932,C0170,deposito,1512.57,2026-01-26
T000933,C0156,compra_cartao,-1357.19,2026-06-29
T000934,C0027,saque,-2099.94,2026-05-11
T000935,C0030,compra_cartao,-597.5,2026-07-20
T000936,C0156,deposito,2493.72,2026-02-21
T000937,C0052,pix,-4159.18,2026-04-02
T000938,C0011,cdb_aplicacao,-1483.8,2026-05-21
T000939,C0177,cdb_aplicacao,-4552.68,2026-08-27
T000940,C0001,cdb_aplicacao,-1659.71,2026-01-04
T000941,C0147,deposito,4535.33,2026-06-21
T000942,C0024,cdb_aplicacao,-754.23,2026-07-19
T000943,C0186,compra_cartao,-384.49,2026-01-26
T000944,C0117,pix,-3225.24,2026-03-17
T000945,C0026,pix,-2326.74,2026-07-28
T000946,C0075,saque,-4371.96,2026-04-03
T000947,C0030,pix,-2135.72,2026-01-25
T000948,C0036,deposito,58.26,2026-06-19
T000949,C0113,saque,-1650.02,2026-06-09
T000950,C0024,pix,-4393.59,2026-04-06
T000951,C0103,pix,-922.52,2026-04-13
T000952,C0099,cdb_aplicacao,-1366.45,2026-06-26
T000953,C0167,cdb_aplicacao,-4001.5,2026-08-15
T000954,C0179,saque,-574.15,2026-07-05
T000955,C0008,deposito,4908.03,2026-01-27
T000956,C0124,cdb_aplicacao,-4557.02,2026-07-25
T000957,C0047,compra_cartao,-3395.18,2026-06-06
T000958,C0157,cdb_aplicacao,-3898.03,2026-01-08
T000959,C0125,saque,-2420.57,2026-01-29
T000960,C0017,cdb_aplicacao,-2209.03,2026-03-08
T000961,C0174,pix,-71.68,2026-05-15
T000962,C0058,compra_cartao,-3621.63,2026-06-21
T000963,C0177,pix,-2600.31,2026-06-29
T000964,C0170,compra_cartao,-485.26,2026-07-06
T000965,C0170,saque,-2414.83,2026-06-23
T000966,C0143,cdb_aplicacao,-751.79,2026-08-17
T000967,C0165,compra_cartao,-282.28,2026-08-28
T000968,C0121,saque,-2532.78,2026-08-07
T000969,C0020,cdb_aplicacao,-4348.38,2026-07-12
T000970,C0085,cdb_aplicacao,-1609.96,2026-03-13
T000971,C0141,deposito,2539.58,2026-06-14
T000972,C0061,cdb_aplicacao,-2022.35,2026-01-21
T000973,C0147,cdb_aplicacao,-2226.5,2026-04-25
T000974,C0115,deposito,4284.38,2026-03-22
T000975,C0191,deposito,4903.55,2026-06-17
T000976,C0106,deposito,522.19,2026-01-10
T000977,C0024,compra_cartao,-2750.0,2026-07-22
T000978,C0164,compra_cartao,-4816.22,2026-03-19
T000979,C0168,compra_cartao,-2816.04,2026-06-21
T000980,C0094,cdb_aplicacao,-4752.27,2026-07-31
T000981,C0117,deposito,4084.78,2026-03-26
T000982,C0154,compra_cartao,-3839.41,2026-05-02
T000983,C0030,pix,-3582.41,2026-01-25
T000984,C0091,saque,-20.96,2026-08-01
T000985,C0096,pix,-2742.98,2026-06-29
T000986,C0043,deposito,238.43,2026-05-07
T000987,C0191,saque,-4110.97,2026-07-04
T000988,C0157,cdb_aplicacao,-543.74,2026-02-20
T000989,C0101,saque,-612.52,2026-02-25
T000990,C0049,cdb_aplicacao,-4124.53,2026-07-03
T000991,C0107,pix,-547.75,2026-01-12
T000992,C0116,compra_cartao,-624.86,2026-04-28
T000993,C0035,compra_cartao,-4781.39,2026-05-08
T000994,C0013,deposito,2656.52,2026-05-22
T000995,C0124,cdb_aplicacao,-4195.69,2026-08-25
T000996,C0046,compra_cartao,-3907.6,2026-06-27
T000997,C0033,compra_cartao,-876.51,2026-01-27
T000998,C0156,cdb_aplicacao,-3291.03,2026-08-14
T000999,C0099,pix,-2525.51,2026-04-18
T001000,C0196,compra_cartao,-4580.39,2026-03-05
T001001,C0088,pix,-1995.37,2026-03-17
T001002,C0036,cdb_aplicacao,-4025.94,2026-04-16
T001003,C0192,compra_cartao,-3503.07,2026-05-12
T001004,C0141,pix,-4216.94,2026-08-09
T001005,C0142,pix,-3562.25,2026-06-11
T001006,C0160,saque,-1012.44,2026-07-02
T001007,C0173,pix,-3436.19,2026-02-03
T001008,C0178,saque,-2524.43,2026-06-13
T001009,C0195,pix,-3554.66,2026-04-01
T001010,C0147,compra_cartao,-2407.05,2026-06-20
T001011,C0137,cdb_aplicacao,-3374.47,2026-03-15
T001012,C0134,cdb_aplicacao,-4043.44,2026-01-28
T001013,C0014,deposito,1910.54,2026-06-21
T001014,C0193,deposito,1007.51,2026-07-21
T001015,C0175,saque,-4917.83,2026-03-06
T001016,C0177,saque,-4198.52,2026-07-20
T001017,C0139,pix,-1027.96,2026-01-09
T001018,C0027,pix,-4071.99,2026-06-07
T001019,C0191,compra_cartao,-4325.56,2026-06-15
T001020,C0131,compra_cartao,-1950.54,2026-07-20
T001021,C0013,pix,-3467.75,2026-08-26
T001022,C0176,cdb_aplicacao,-1943.9,2026-03-22
T001023,C0191,compra_cartao,-278.47,2026-03-06
T001024,C0200,saque,-3106.6,2026-08-09
T001025,C0163,cdb_aplicacao,-4151.62,2026-06-30
T001026,C0140,pix,-3777.99,2026-07-09
T001027,C0186,compra_cartao,-990.38,2026-02-19
T001028,C0175,pix,-2249.59,2026-01-20
T001029,C0189,saque,-4812.75,2026-05-12
T001030,C0110,deposito,1892.22,2026-03-13
T001031,C0042,compra_cartao,-1328.56,2026-05-30
T001032,C0120,pix,-38.17,2026-07-01
T001033,C0083,saque,-209.3,2026-06-02
T001034,C0161,deposito,3870.57,2026-06-07
T001035,C0147,pix,-2457.85,2026-05-21
T001036,C0182,pix,-373.68,2026-03-23
T001037,C0048,compra_cartao,-1107.61,2026-05-14
T001038,C0008,deposito,3933.43,2026-04-17
T001039,C0024,compra_cartao,-2689.81,2026-03-31
T001040,C0170,saque,-4418.15,2026-03-26
T001041,C0056,pix,-1810.38,2026-07-12
T001042,C0144,compra_cartao,-2657.19,2026-07-30
T001043,C0089,deposito,582.46,2026-04-25
T001044,C0158,saque,-4523.44,2026-08-24
T001045,C0011,compra_cartao,-1226.7,2026-06-24
T001046,C0030,pix,-1913.05,2026-04-09
T001047,C0073,pix,-2705.78,2026-01-07
T001048,C0096,compra_cartao,-4112.32,2026-05-12
T001049,C0012,compra_cartao,-2233.33,2026-03-17
T001050,C0008,saque,-1608.36,2026-01-25
T001051,C0198,saque,-4858.43,2026-05-18
T001052,C0017,compra_cartao,-46.58,2026-02-23
T001053,C0109,saque,-4326.1,2026-08-02
T001054,C0180,deposito,1035.84,2026-08-13
T001055,C0019,cdb_aplicacao,-3236.34,2026-07-11
T001056,C0184,saque,-128.53,2026-03-26
T001057,C0014,deposito,446.73,2026-02-15
T001058,C0148,pix,-2794.84,2026-07-30
T001059,C0105,saque,-4555.82,2026-04-10
T001060,C0111,cdb_aplicacao,-3154.78,2026-03-22
T001061,C0031,deposito,1953.61,2026-05-17
T001062,C0159,deposito,3210.7,2026-01-17
T001063,C0019,compra_cartao,-237.13,2026-04-02
T001064,C0176,compra_cartao,-539.62,2026-03-19
T001065,C0196,compra_cartao,-441.66,2026-08-26
T001066,C0170,cdb_aplicacao,-1913.25,2026-01-08
T001067,C0057,cdb_aplicacao,-790.05,2026-02-04
T001068,C0140,cdb_aplicacao,-3985.88,2026-03-17
T001069,C0187,saque,-1497.3,2026-06-15
T001070,C0003,pix,-4787.38,2026-05-22
T001071,C0011,compra_cartao,-715.46,2026-01-02
